Fiyat,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Ortalama Yakıt Tüketimi,Yakıt Deposu
3.125.000 TL,Mercedes - Benz,E,200 d Exclusive,2020,139.000 km,Otomatik,Dizel,Sedan,Füme,1401 - 1600 cm3,151 - 175 HP,Arkadan İtiş,"
",Takasa Uygun
6.200.000 TL,BMW,5 Serisi,520d xDrive M Sport,2023,6.100 km,Otomatik,Dizel,Sedan,Siyah,1995 cc,190 hp,4WD (Sürekli),"5,5 lt",66 lt
3.130.000 TL,BMW,4 Serisi,420i Gran Coupe M Sport,2022,70.000 km,Otomatik,Benzin,Mavi,Coupe,1597 cc,170 hp,Arkadan İtiş,"7,3 lt",59 lt
3.630.000 TL,Mercedes - Benz,E,300 AMG,2017,179.000 km,Otomatik,Benzin,Şampanya,Cabrio,1801 - 2000 cm3,226 - 250 HP,-,"
",Takasa Uygun
2.280.000 TL,BMW,5 Serisi,520i Executive M Sport,2017,134.000 km,Otomatik,Benzin,Sedan,Lacivert,1592 cc,170 hp,Arkadan İtiş,"6,7 lt",70 lt
4.250.000 TL,BMW,7 Serisi,760i,2011,180.000 km,Otomatik,Benzin,Sedan,Beyaz,5972 cc,544 hp,Arkadan İtiş,"12,9 lt",82 lt
2.975.000 TL,BMW,M Serisi,M5,2014,175.000 km,Otomatik,Benzin,Sedan,Beyaz,4001 - 4500 cm3,551 - 575 HP,-,"
",Takasa Uygun
3.777.000 TL,Mercedes - Benz,EQE,350 4Matic AMG,2023,Otomatik,Elektrik,292 hp,4WD (Sürekli),18.000 km,215 kW,329 v,600 km,100 kWh,Beyaz
2.249.000 TL,BMW,7 Serisi,740d xDrive M Sport,2013,350.000 km,Otomatik,Dizel,Sedan,Lacivert,2501 - 3000 cm3,301 - 325 HP,4WD (Sürekli),"
",Takasa Uygun
2.220.000 TL,Mercedes - Benz,E,250 BlueTEC Elite,2014,180.000 km,Otomatik,Dizel,Sedan,Beyaz,2143 cc,204 hp,4WD (Sürekli),"5,3 lt",59 lt
2.090.000 TL,Mercedes - Benz,E,200 AMG,2016,184.500 km,Otomatik,Benzin,Sedan,Siyah,1991 cc,184 hp,Arkadan İtiş,"6,3 lt",50 lt
5.500.000 TL,Lincoln,Mark,VIII,1996,142.000 km,Otomatik,LPG & Benzin,Coupe,Kırmızı,4595 cc,280 hp,Arkadan İtiş,"
",Takasa Uygun
5.875.000 TL,Porsche,Panamera,Diesel,2014,123.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,2967 cc,300 hp,Arkadan İtiş,"6,4 lt",80 lt
2.750.000 TL,Audi,A4,A4 Sedan 40 TDI Quattro Advanced,2020,155.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1968 cc,204 hp,4WD (Sürekli),"4,8 lt",58 lt
2.875.000 TL,Audi,A4,A4 Sedan 40 TDI Advanced,2023,31.539 km,Otomatik,Dizel,Sedan,Beyaz,1801 - 2000 cm3,201 - 225 HP,-,Belirtilmemiş,Takasa Uygun Değil
2.745.000 TL,BMW,5 Serisi,520i Luxury Line,2020,44.400 km,Otomatik,Benzin,Sedan,Siyah,1401 - 1600 cm3,151 - 175 HP,Arkadan İtiş,"
",Takasa Uygun Değil
9.900.000 TL,Aston Martin,Virage,Volante,2012,81.176 km,Otomatik,Benzin,-,Siyah,5935 cc,490 hp,Arkadan İtiş,15 lt,78 lt
2.150.000 TL,Audi,A7,3.0 TDI,2011,305.000 km,Otomatik,Dizel,Coupe,Beyaz,2967 cc,245 hp,4WD (Sürekli),6 lt,75 lt
3.555.000 TL,BMW,4 Serisi,420i Gran Coupe M Sport,2023,14.000 km,Otomatik,Benzin,Coupe,Gri,1597 cc,170 hp,Arkadan İtiş,"7,3 lt",59 lt
4.000.000 TL,BMW,5 Serisi,520i 50th Year M Edition,2022,27.000 km,Otomatik,Benzin,Sedan,Lacivert,1401 - 1600 cm3,151 - 175 HP,Arkadan İtiş,Belirtilmemiş,Takasa Uygun
2.535.000 TL,Mercedes - Benz,E,180 Exclusive,2017,95.000 km,Otomatik,Benzin,Sedan,Gri,1595 cc,156 hp,Arkadan İtiş,"6,5 lt",50 lt
2.050.000 TL,Audi,A3,A3 Sportback 35 TFSI Advanced,2024,6.075 km,Yarı Otomatik,Hibrit,Hatchback/5,Beyaz,1498 cc,150 hp,Önden Çekiş,5 lt,50 lt
2.050.000 TL,Mercedes - Benz,E,180 Edition E,2015,99.000 km,Otomatik,Benzin,Sedan,Beyaz,1595 cc,156 hp,Arkadan İtiş,"6,6 lt",59 lt
2.450.000 TL,Volkswagen,Passat,1.6 TDi BlueMotion R Line,2020,90.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1598 cc,120 hp,Önden Çekiş,4 lt,59 lt
3.750.000 TL,Audi,A6,A6 Sedan 40 TDI Quattro Sport,2020,103.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1968 cc,204 hp,4WD (Sürekli),"4,3 lt",63 lt
2.994.750 TL,Tesla,Model Y,Performance,2023,6.170 km,Otomatik,Elektrik,Hatchback/5,Beyaz,-,426 - 450 HP,4WD (Sürekli),"
",Takasa Uygun
2.620.000 TL,Audi,A4,A4 Sedan 40 TDI Advanced,2022,40.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1968 cc,204 hp,Önden Çekiş,"4,8 lt",54 lt
4.150.000 TL,BMW,7 Serisi,725d M Excellence,2017,180.000 km,Otomatik,Dizel,Sedan,Füme,1995 cc,231 hp,Arkadan İtiş,"4,4 lt",78 lt
2.300.000 TL,Tesla,Model Y,Long Range AWD,2023,Otomatik,Elektrik,351 hp,4WD (Sürekli),10.000 km,499 kW,380 v,533 km,75 kWh,Beyaz
2.375.000 TL,Audi,A6,A6 Sedan 3.0 TDI Quattro,2017,211.900 km,Otomatik,Dizel,Sedan,Siyah,2967 cc,320 hp,4WD (Sürekli),6 lt,75 lt
2.035.000 TL,Audi,A6,A6 Sedan 2.0 TFSI Quattro,2017,219.000 km,Otomatik,Benzin,Sedan,Beyaz,1801 - 2000 cm3,251 - 275 HP,4WD (Sürekli),Belirtilmemiş,Takasa Uygun
2.850.000 TL,Audi,A4,A4 Sedan 40 TDI Quattro Advanced,2022,13.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1968 cc,204 hp,4WD (Sürekli),"4,8 lt",58 lt
5.300.000 TL,Porsche,Taycan,4S Performance Plus,2020,96.800 km,Otomatik,Elektrik,Coupe,Siyah,-,551 - 575 HP,4WD (Sürekli),"
",Takasa Uygun
2.349.850 TL,BMW,4 Serisi,420d xDrive Gran Coupe M Sport,2017,181.000 km,Otomatik,Dizel,Sedan,Mavi (metalik),1995 cc,190 hp,4WD (Sürekli),"4,5 lt",57 lt
5.395.000 TL,Mercedes - Benz,EQS,450+,2023,Otomatik,Elektrik,333 hp,17.769 km,265 kW,800 v,533 km,8,Siyah,İkinci El
6.175.000 TL,Maserati,Ghibli,2.0,2022,23.342 km,Otomatik,Hibrit,Sedan,Siyah,1998 cc,330 hp,Arkadan İtiş,"9,6 lt",80 lt
2.675.000 TL,Mercedes - Benz,S,S 350 350 L BlueTEC,2012,218.000 km,Otomatik,Dizel,Sedan,Siyah,2987 cc,258 hp,4WD (Sürekli),"7,4 lt",83 lt
3.950.000 TL,Mercedes - Benz,S,S 350 350 BlueTEC,2014,148.000 km,Otomatik,Dizel,Sedan,Siyah,2987 cc,258 hp,4WD (Sürekli),"6,2 lt",78 lt
7.350.000 TL,Mercedes - Benz,S,S 400 Long,2018,107.000 km,Otomatik,Dizel,Sedan,Siyah,2996 cc,333 hp,4WD (Sürekli),8 lt,70 lt
2.050.000 TL,Mercedes - Benz,E,250 CDI Premium,2013,177.000 km,Otomatik,Dizel,Sedan,Beyaz,2001 - 2500 cm3,201 - 225 HP,4WD (Sürekli),Belirtilmemiş,Takasa Uygun
4.575.000 TL,Volvo,S60,2.0 B5 Inscription,2020,43.000 km,Otomatik,Dizel,Sedan,Siyah,1969 cc,250 hp,4WD (Sürekli),"6,4 lt",60 lt
2.290.000 TL,BMW,3 Serisi,320i First Edition M Sport,2019,44.000 km,Otomatik,Benzin,Sedan,Mavi (metalik),1597 cc,170 hp,Arkadan İtiş,6 lt,59 lt
2.600.000 TL,BMW,5 Serisi,520i Special Edition M Sport,2019,100.000 km,Otomatik,Benzin,Sedan,Siyah,1597 cc,170 hp,Arkadan İtiş,"6,5 lt",68 lt
3.200.000 TL,Porsche,Panamera,Diesel,2012,285.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,2967 cc,300 hp,Arkadan İtiş,"6,4 lt",80 lt
9.750.000 TL,Mercedes - Benz,Maybach S,S 560,2017,185.000 km,Otomatik,Benzin,Sedan,Siyah,3982 cc,469 hp,4WD (Sürekli),"9,3 lt",80 lt
2.090.000 TL,BMW,5 Serisi,525d xDrive Executive M Sport,2016,175.000 km,Otomatik,Dizel,Sedan,Lacivert,1995 cc,218 hp,4WD (Sürekli),"5,1 lt",70 lt
3.080.000 TL,BMW,3 Serisi,320i M Sport,2023,13.000 km,Otomatik,Benzin,Sedan,Mavi,1597 cc,170 hp,Arkadan İtiş,"7,3 lt",59 lt
2.220.000 TL,Mercedes - Benz,C,C 200 D Exclusive,2021,61.500 km,Otomatik,Dizel,Sedan,Lacivert,1598 cc,160 hp,Arkadan İtiş,"4,2 lt",66 lt
3.650.000 TL,Porsche,911,Carrera,2005,82.000 km,Otomatik,Benzin,Coupe,Gri (metalik),3596 cc,325 hp,Arkadan İtiş,"11,2 lt",64 lt
4.700.000 TL,Chevrolet,Camaro,2.0,2018,51.000 km,Otomatik,Benzin,Coupe,Yeşil,İkinci El,"
",Sahibinden,,
3.150.000 TL,BMW,3 Serisi,320i 50th Year M Edition,2023,16.500 km,Otomatik,Benzin,Sedan,Gri (metalik),İkinci El,"
",Sahibinden,,
2.825.000 TL,Mercedes - Benz,E,220 D Exclusive,2017,208.000 km,Otomatik,Dizel,Sedan,Lacivert,1801 - 2000 cm3,176 - 200 HP,4WD (Sürekli),"
",Takasa Uygun
2.270.000 TL,Audi,A6,A6 Sedan 2.0 TDI Quattro,2017,250.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1968 cc,190 hp,4WD (Sürekli),"4,4 lt",65 lt
5.890.000 TL,Mercedes - Benz,CLS,300 D AMG,2023,44.000 km,Otomatik,Dizel,Coupe,Siyah,1801 - 2000 cm3,251 - 275 HP,4WD (Sürekli),"
",Takasa Uygun
2.890.000 TL,Mercedes - Benz,E,300 AMG,2017,135.000 km,Otomatik,Benzin,Beyaz,Coupe,1991 cc,245 hp,Arkadan İtiş,7 lt,66 lt
3.050.000 TL,Mercedes - Benz,C,C 200 AMG,2021,38.350 km,Otomatik,Benzin,Sedan,Mavi,1497 cc,184 hp,4WD (Sürekli),"6,7 lt",41 lt
3.650.000 TL,Volvo,S90,2.0 D B5 Plus Dark,2022,59.000 km,Otomatik,Dizel,Sedan,Beyaz,1801 - 2000 cm3,226 - 250 HP,4WD (Sürekli),"
",Takasa Uygun Değil
2.095.900 TL,Audi,A6,A6 Sedan 2.0 TFSI Quattro,2017,192.500 km,Yarı Otomatik,Benzin,Sedan,Siyah,1984 cc,252 hp,4WD (Sürekli),"6,9 lt",65 lt
2.340.000 TL,Skoda,SuperB,1.5 TSI Prestige,2023,6.001 km,Yarı Otomatik,Benzin,Sedan,Beyaz,1498 cc,150 hp,Önden Çekiş,"5,4 lt",66 lt
2.779.950 TL,BMW,5 Serisi,520i Special Edition M Sport,2021,58.000 km,Otomatik,Benzin,Sedan,Gri,1597 cc,170 hp,Arkadan İtiş,"7,1 lt",68 lt
4.177.900 TL,Maserati,Ghibli,3.0,2016,169.213 km,Otomatik,Dizel,Sedan,Siyah,2987 cc,275 hp,Arkadan İtiş,"5,9 lt",70 lt
2.305.000 TL,Mercedes - Benz,CLA,180 D AMG,2019,16.500 km,Otomatik,Dizel,Coupe,Kırmızı,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,"
",Takasa Uygun Değil
2.815.000 TL,BMW,4 Serisi,420d M Sport,2016,159.500 km,Otomatik,Dizel,-,Kırmızı,1995 cc,184 hp,Arkadan İtiş,"4,8 lt",57 lt
7.250.000 TL,Mercedes - Benz,E,220 D AMG,2024,12.000 km,Otomatik,Dizel,Sedan,Siyah,1801 - 2000 cm3,-,-,"
",Takasa Uygun Değil
4.700.000 TL,Mercedes - Benz,E,300 D AMG,2021,82.000 km,Otomatik,Dizel,Sedan,Gri (Gümüş),1992 cc,265 hp,4WD (Sürekli),"5,6 lt",50 lt
2.045.000 TL,Volkswagen,Passat,1.5 TSi Elegance,2020,53.000 km,Yarı Otomatik,Benzin,Sedan,Beyaz,1498 cc,150 hp,Önden Çekiş,"5,3 lt",66 lt
2.530.000 TL,Audi,A6,A6 Sedan 2.0 TFSI Quattro,2017,125.000 km,Yarı Otomatik,Benzin,Sedan,Füme,1984 cc,252 hp,4WD (Sürekli),"6,9 lt",65 lt
2.300.000 TL,BMW,5 Serisi,520i Prestige,2017,140.000 km,Otomatik,Benzin,Sedan,Beyaz,1597 cc,170 hp,Arkadan İtiş,"6,5 lt",68 lt
3.650.000 TL,BMW,5 Serisi,520i 50th Year M Edition,2022,39.000 km,Otomatik,Benzin,Sedan,Gri (titanyum),İkinci El,"
",Sahibinden,,
2.040.000 TL,Audi,A5,A5 Sportback 1.4 TFSI,2017,160.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1395 cc,150 hp,Önden Çekiş,"5,5 lt",54 lt
2.410.000 TL,Audi,A4,A4 Sedan 40 TDI Quattro Advanced,2020,163.000 km,Otomatik,Dizel,Sedan,Beyaz,1801 - 2000 cm3,176 - 200 HP,4WD (Sürekli),"
",Takasa Uygun Değil
2.100.000 TL,BMW,2 Serisi,218i Active Tourer Luxury Line,2022,30.000 km,Otomatik,Benzin,MPV,Yeşil,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,"
",Takasa Uygun Değil
7.250.000 TL,Maserati,GranTurismo,4.7 S,2013,43.000 km,Otomatik,Benzin,Coupe,Siyah,4501 - 5000 cm3,426 - 450 HP,Arkadan İtiş,"
",Takasa Uygun
5.750.000 TL,Porsche,911,Carrera 4S,2011,86.000 km,Otomatik,Benzin,Kahverengi,Coupe,3800 cc,385 hp,4WD (Sürekli),"10,5 lt",67 lt
3.150.000 TL,BMW,M Serisi,M5,2015,115.000 km,Otomatik,Benzin,Sedan,Lacivert,4001 - 4500 cm3,551 - 575 HP,Arkadan İtiş,"
",Takasa Uygun
3.650.000 TL,Audi,A6,A6 Sedan 40 TDI Quattro Sport,2020,105.685 km,Otomatik,Dizel,Sedan,Beyaz,1801 - 2000 cm3,201 - 225 HP,4WD (Sürekli),"
",Takasa Uygun
3.249.900 TL,Mercedes - Benz,C,C 200 All-Terrain,2023,14.000 km,Otomatik,Hibrit,Station wagon,Siyah,1496 cc,204 hp,4WD (Sürekli),"7,6 lt",50 lt
2.250.000 TL,Volvo,V90 Cross Country,2.0 D D5 Pro,2019,170.000 km,Otomatik,Dizel,Station wagon,Beyaz,1969 cc,235 hp,4WD (Sürekli),"5,3 lt",60 lt
4.000.000 TL,Mercedes - Benz,E,220 D AMG,2020,97.000 km,Otomatik,Dizel,Sedan,Füme,1801 - 2000 cm3,176 - 200 HP,4WD (Sürekli),"
",Takasa Uygun Değil
2.350.000 TL,Mercedes - Benz,C,C 180 AMG,2016,144.000 km,Otomatik,Benzin,-,Gri,1595 cc,156 hp,Arkadan İtiş,"6,8 lt",41 lt
2.250.000 TL,Volkswagen,Passat,2.0 TDi BlueMotion Business,2021,70.000 km,Otomatik,Dizel,Sedan,Siyah,1801 - 2000 cm3,126 - 150 HP,Önden Çekiş,"
",Takasa Uygun
4.100.000 TL,Mercedes - Benz,E,220 D Exclusive,2020,156.000 km,Otomatik,Dizel,Sedan,Gri,1950 cc,194 hp,Arkadan İtiş,"4,3 lt",50 lt
2.999.000 TL,Volvo,S90,2.0 D5 Inscription,2018,44.000 km,Otomatik,Dizel,Sedan,Siyah,1969 cc,235 hp,4WD (Sürekli),"4,8 lt",60 lt
2.050.000 TL,Mercedes - Benz,C,C 200 D Comfort,2018,135.000 km,Otomatik,Dizel,Sedan,Beyaz,1598 cc,136 hp,Arkadan İtiş,"4,2 lt",41 lt
2.290.000 TL,Mercedes - Benz,C,C 200 AMG,2018,86.000 km,Otomatik,Benzin,Sedan,Beyaz,1497 cc,184 hp,4WD (Sürekli),"6,7 lt",41 lt
2.370.000 TL,Mercedes - Benz,CLA,180 D AMG,2020,101.000 km,Yarı Otomatik,Dizel,Siyah,Coupe,1461 cc,116 hp,Önden Çekiş,"4,8 lt",43 lt
3.600.000 TL,Audi,A6,A6 Sedan 40 TDI Quattro Design,2020,105.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1968 cc,204 hp,4WD (Sürekli),"4,3 lt",63 lt
2.200.000 TL,Mercedes - Benz,C,C 200 D AMG,2020,76.000 km,Otomatik,Dizel,Sedan,Beyaz,1598 cc,160 hp,Arkadan İtiş,"4,2 lt",66 lt
3.275.000 TL,Audi,A8,3.0 TDI Quattro Long,2015,247.000 km,Otomatik,Dizel,Sedan,Siyah,2967 cc,258 hp,4WD (Sürekli),6 lt,82 lt
2.099.750 TL,BMW,5 Serisi,520i Executive M Sport,2017,215.000 km,Otomatik,Benzin,Sedan,Lacivert,1592 cc,170 hp,Arkadan İtiş,"6,7 lt",70 lt
5.200.000 TL,Mercedes - Benz,S,S 350 350 L BlueTEC,2015,380.000 km,Otomatik,Dizel,Sedan,Siyah,2987 cc,258 hp,4WD (Sürekli),"6,3 lt",78 lt
3.050.000 TL,Volvo,S90,2.0 D5 Inscription,2020,135.000 km,Otomatik,Dizel,Sedan,Gri,1801 - 2000 cm3,226 - 250 HP,4WD (Sürekli),"
",Takasa Uygun
2.560.000 TL,Mercedes - Benz,CLA,200 AMG+ 4Matic,2023,18.000 km,Yarı Otomatik,Benzin,Gri,Coupe,1332 cc,163 hp,4WD (Sürekli),"6,2 lt",51 lt
6.550.000 TL,Mercedes - Benz,EQS,580 Heritage Edition,2022,24.193 km,Otomatik,Elektrik,Sedan,Siyah,-,501 - 525 HP,4WD (Sürekli),"
",Takasa Uygun Değil
3.340.000 TL,BMW,5 Serisi,520i M Sport,2022,21.000 km,Otomatik,Benzin,Sedan,Siyah,1597 cc,170 hp,Arkadan İtiş,"7,1 lt",68 lt
2.085.000 TL,Volkswagen,Passat,1.6 TDi BlueMotion Elegance,2020,67.321 km,Yarı Otomatik,Dizel,Sedan,Gri,1598 cc,120 hp,Önden Çekiş,4 lt,59 lt
2.300.000 TL,Seat,Leon,2.0 TSI Cupra,2018,50.500 km,Otomatik,Benzin,Hatchback/5,Turuncu,1801 - 2000 cm3,276 - 300 HP,Önden Çekiş,"
",Takasa Uygun
3.765.000 TL,Volvo,S90,2.0 D B5 Plus Dark,2022,37.800 km,Otomatik,LPG & Benzin,Sedan,Siyah,1969 cc,235 hp,4WD (Sürekli),"5,4 lt",60 lt
2.311.900 TL,Mercedes - Benz,CLA,180 D AMG,2020,50.000 km,Otomatik,Dizel,Coupe,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,"
",Takasa Uygun
4.025.000 TL,Volvo,S90,2.0 D B5 Plus Bright,2023,14.000 km,Otomatik,Dizel,Sedan,Siyah,1801 - 2000 cm3,226 - 250 HP,4WD (Sürekli),"
",Takasa Uygun
5.500.000 TL,BMW,7 Serisi,730d xDrive Long Executive Lounge,2015,142.000 km,Otomatik,Dizel,Sedan,Siyah,2993 cc,265 hp,4WD (Sürekli),"4,8 lt",78 lt
2.139.000 TL,BMW,3 Serisi,320i First Edition Sport Line,2021,50.000 km,Otomatik,Benzin,Sedan,Füme,1597 cc,170 hp,Arkadan İtiş,6 lt,59 lt
4.200.000 TL,Audi,A5,A5 Sportback 45 TFSI Quattro S Line,2024,6.001 km,Otomatik,LPG & Benzin,Hatchback/5,Beyaz,1801 - 2000 cm3,251 - 275 HP,4WD (Sürekli),"
",Takasa Uygun
2.025.000 TL,BMW,5 Serisi,520i Executive Plus,2016,69.500 km,Otomatik,Benzin,Sedan,Gri,1592 cc,170 hp,Arkadan İtiş,"6,7 lt",70 lt
2.050.000 TL,Skoda,SuperB,1.5 TSI Prestige,2023,68.000 km,Yarı Otomatik,Benzin,Sedan,Siyah,1498 cc,150 hp,Önden Çekiş,"5,4 lt",66 lt
5.950.000 TL,Ford,Mustang,2.3 Convertible,2015,25.300 km,Otomatik,Benzin,-,Kırmızı,2300 cc,317 hp,Arkadan İtiş,10 lt,61 lt
2.225.000 TL,BMW,5 Serisi,520i M Sport,2018,108.000 km,Otomatik,Benzin,Sedan,Gri,1597 cc,170 hp,Arkadan İtiş,"6,5 lt",68 lt
2.080.000 TL,Skoda,SuperB,1.5 TSI Prestige,2023,22.000 km,Yarı Otomatik,Benzin,Sedan,Mavi (metalik),1498 cc,150 hp,Önden Çekiş,"5,4 lt",66 lt
2.400.000 TL,BMW,5 Serisi,520i Comfort Plus,2018,79.000 km,Otomatik,Benzin,Sedan,Beyaz,1597 cc,170 hp,Arkadan İtiş,"6,5 lt",68 lt
3.390.000 TL,BMW,5 Serisi,520i Luxury Line,2022,16.000 km,Otomatik,Benzin,Sedan,Beyaz,1597 cc,170 hp,Arkadan İtiş,"7,1 lt",68 lt
2.230.000 TL,BMW,5 Serisi,520i M Sport,2017,109.000 km,Otomatik,Benzin,Sedan,Beyaz,1597 cc,170 hp,Arkadan İtiş,"6,5 lt",68 lt
2.580.000 TL,BMW,5 Serisi,520i Special Edition M Sport,2019,94.000 km,Otomatik,Benzin,Sedan,Füme,1597 cc,170 hp,Arkadan İtiş,"6,5 lt",68 lt
2.080.000 TL,Skoda,SuperB,1.5 TSI Prestige,2023,30.000 km,Yarı Otomatik,Benzin,Sedan,Gri (Gümüş),1498 cc,150 hp,Önden Çekiş,"5,4 lt",66 lt
2.490.000 TL,Mercedes - Benz,C,C 200 AMG,2020,57.000 km,Otomatik,Benzin,Sedan,Beyaz,1497 cc,184 hp,4WD (Sürekli),"6,7 lt",41 lt
2.300.000 TL,Mercedes - Benz,E,250 CDI Edition,2015,185.000 km,Otomatik,Dizel,Sedan,Lacivert,2143 cc,204 hp,4WD (Sürekli),"5,3 lt",59 lt
2.450.000 TL,Audi,A3,A3 Sedan 35 TFSI S-Line,2021,68.000 km,Yarı Otomatik,Hibrit,Sedan,Siyah,1498 cc,150 hp,Önden Çekiş,"4,9 lt",50 lt
3.450.000 TL,Mercedes - Benz,C,C 200 Edition 1 AMG,2022,20.000 km,Otomatik,Hibrit,Sedan,Gri (metalik),1496 cc,204 hp,4WD (Sürekli),"6,6 lt",50 lt
2.929.000 TL,Jaguar,XJ,3.0 D Premium Luxury,2011,128.924 km,Otomatik,Dizel,Sedan,Bordo,2993 cc,275 hp,Arkadan İtiş,7 lt,85 lt
3.190.000 TL,Porsche,Panamera,4,2011,172.449 km,Otomatik,Benzin,Hatchback/5,Beyaz,3605 cc,300 hp,4WD (Sürekli),"9,6 lt",80 lt
4.350.000 TL,BMW,M Serisi,M3,2009,182.380 km,Otomatik,Benzin,Sedan,Siyah,3999 cc,420 hp,Arkadan İtiş,"12,4 lt",60 lt
2.140.000 TL,Audi,A3,A3 Sedan 35 TFSI Advanced,2024,10.200 km,Otomatik,Benzin,Sedan,Siyah,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,"
",Takasa Uygun Değil
2.305.000 TL,Mercedes - Benz,A,A 200 AMG+,2023,22.760 km,Yarı Otomatik,Benzin,Sedan,Beyaz,1332 cc,163 hp,Önden Çekiş,"5,4 lt",43 lt
2.350.000 TL,Skoda,SuperB,1.5 TSI Prestige,2023,23.000 km,Yarı Otomatik,Benzin,Sedan,Mavi (metalik),1498 cc,150 hp,Önden Çekiş,"5,4 lt",66 lt
2.290.000 TL,BMW,3 Serisi,320i First Edition Sport Line,2021,83.500 km,Otomatik,Benzin,Sedan,Siyah,1597 cc,170 hp,Arkadan İtiş,6 lt,59 lt
2.300.000 TL,BMW,3 Serisi,320i First Edition M Sport,2020,84.000 km,Otomatik,Benzin,Sedan,Füme,1597 cc,170 hp,Arkadan İtiş,6 lt,59 lt
2.187.000 TL,BMW,5 Serisi,520i M Sport,2018,175.000 km,Otomatik,Benzin,Sedan,Gri (metalik),1597 cc,170 hp,Arkadan İtiş,"6,5 lt",68 lt
2.750.000 TL,BMW,5 Serisi,520i Sport,2017,52.000 km,Otomatik,Benzin,Sedan,Beyaz,1592 cc,170 hp,Arkadan İtiş,"6,7 lt",70 lt
3.200.000 TL,Mercedes - Benz,E,200 d AMG,2021,110.000 km,Otomatik,Dizel,Sedan,Füme,1597 cc,160 hp,Arkadan İtiş,"4,7 lt",50 lt
2.179.000 TL,BMW,5 Serisi,520i Luxury Line,2018,136.000 km,Otomatik,Benzin,Sedan,Beyaz,1597 cc,170 hp,Arkadan İtiş,"6,5 lt",68 lt
2.800.000 TL,Volkswagen,Passat,1.6 TDi BlueMotion Elegance,2020,6.001 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,4 lt,59 lt
4.000.000 TL,BMW,4 Serisi,420i Edition M Sport,2023,8.500 km,Otomatik,Benzin,Coupe,Gri,1597 cc,170 hp,Arkadan İtiş,"7,3 lt",59 lt
6.965.000 TL,Aston Martin,Vantage,V8 Vantage,2015,17.243 km,Otomatik,Benzin,Gri,Coupe,4735 cc,426 hp,Arkadan İtiş,"12,6 lt",80 lt
2.395.000 TL,Mercedes - Benz,E,220 D AMG,2016,127.324 km,Otomatik,Dizel,Sedan,Beyaz,1950 cc,194 hp,Arkadan İtiş,"4,3 lt",50 lt
7.350.000 TL,Dodge,Charger,3.6,2015,36.548 km,Otomatik,Benzin,Sedan,Beyaz,6167 cc,717 hp,Arkadan İtiş,"
",Takasa Uygun Değil
2.500.000 TL,BMW,7 Serisi,750d xDrive Long Standart,2014,214.000 km,Otomatik,Dizel,Sedan,Siyah,2993 cc,381 hp,4WD (Sürekli),"6,4 lt",80 lt
2.975.000 TL,Mercedes - Benz,C,C 200 Avantgarde,2023,37.554 km,Otomatik,Benzin,Sedan,Gri,1496 cc,204 hp,4WD (Sürekli),"6,6 lt",50 lt
2.125.750 TL,Audi,A5,A5 Sportback 2.0 TDI,2017,200.000 km,Yarı Otomatik,Dizel,Hatchback/5,Lacivert,1968 cc,190 hp,Önden Çekiş,"4,2 lt",40 lt
2.295.000 TL,Audi,A7,3.0 TDI,2013,212.000 km,Otomatik,Dizel,Coupe,Beyaz,2501 - 3000 cm3,301 - 325 HP,4WD (Sürekli),Takasa Uygun,Galeriden
2.575.000 TL,Mercedes - Benz,E,180 Exclusive,2017,42.000 km,Otomatik,Benzin,Sedan,Siyah,1595 cc,156 hp,Arkadan İtiş,"6,5 lt",50 lt
2.425.000 TL,BMW,5 Serisi,520i Comfort Plus,2018,46.000 km,Otomatik,Benzin,Sedan,Kahverengi,1597 cc,170 hp,Arkadan İtiş,"6,5 lt",68 lt
3.250.000 TL,Volkswagen,Passat,1.5 TSi Business,2020,65.000 km,Yarı Otomatik,Benzin,Sedan,Siyah,1498 cc,150 hp,Önden Çekiş,"5,3 lt",66 lt
2.200.000 TL,BMW,2 Serisi,218i Gran Coupe Sport Line,2023,6.750 km,Otomatik,Benzin,Sedan,Beyaz,1499 cc,140 hp,Önden Çekiş,"6,3 lt",42 lt
2.075.000 TL,Mercedes - Benz,E,180 Edition E,2015,158.775 km,Otomatik,Benzin,Sedan,Siyah,1595 cc,156 hp,Arkadan İtiş,"6,6 lt",59 lt
